Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
,,,478268.029,,252294.248,,,,,764130,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM94
,,,478332.187,,252215.061,,,,,764133,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM95
,,,478395.503,,252135.175,,,,,764136,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM96
,,,478458.69,,252053.574,,,,,764139,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM97
,,,478519.637,,251973.06,,,,,764142,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM98
,,,478582.459,,251896.147,,,,,764145,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM99
,,,478637.455,,251812.35,,,,,764148,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM100
,,,478697.211,,251728.901,,,,,764151,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM101
,,,478749.919,,251651.166,,,,,764154,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM102
,,,478807.627,,251565.718,,,,,764157,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM103
,,,478865.535,,251478.041,,,,,764824,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM104
,,,478918.011,,251396.878,,,,,764827,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM105
,,,478972.003,,251310.287,,,,,764830,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM106
,,,479024.894,,251224.171,,,,,764833,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM107
,,,479079.277,,251139.153,,,,,764836,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM108
,,,479134.384,,251039.818,,,,,582933,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM109
,,,479178.482,,250964.824,,,,,580211,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM110
,,,479230.376,,250875.988,,,,,580214,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM111
,,,479281.216,,250789.595,,,,,580217,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM112
,,,479332.667,,250701.971,,,,,580220,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM113
,,,479393.172,,250598.968,,,,,580223,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM114
,,,479434.461,,250528.674,,,,,580226,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM115
,,,479487.338,,250442.776,,,,,580229,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM116
,,,479542.254,,250356.816,,,,,580232,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM117
