Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Arup reference ID
MPNB-342,21/07/2022,,,,106/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM19
MPNB-343,21/07/2022,,,,106/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM20
MPNB-344,21/07/2022,,,,107/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM21
MPNB-345,21/07/2022,,,,107/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM22
MPNB-346,21/07/2022,,,,107/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM23
MPNB-347,21/07/2022,,,,107/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM24
MPNB-348,21/07/2022,,,,107/4,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM25
MPNB-349,21/07/2022,,,,107/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM26
MPNB-350,21/07/2022,,,,107/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM27
MPNB-351,21/07/2022,,,,107/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM28
MPNB-352,21/07/2022,,,,107/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM29
MPNB-353,21/07/2022,,,,107/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM30
MPNB-354,21/07/2022,,,,108/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM31
MPNB-355,21/07/2022,,,,108/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM32
MPNB-356,21/07/2022,,,,108/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM33
MPNB-357,21/07/2022,,,,108/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM34
MPNB-358,30/07/2022,,,,108/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM35
MPNB-359,30/07/2022,,,,108/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM36
MPNB-360,30/07/2022,,,,108/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM37
MPNB-361,30/07/2022,,,,108/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM01
MPNB-362,30/07/2022,,,,108/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM02
MPNB-363,30/07/2022,,,,108/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM03
MPNB-364,30/07/2022,,,,109/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM04
MPNB-365,30/07/2022,,,,109/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM05
MPNB-366,30/07/2022,,,,109/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM06
MPNB-367,30/07/2022,,,,109/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM07
MPNB-368,30/07/2022,,,,109/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM08
MPNB-369,30/07/2022,,,,109/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM09
MPNB-370,30/07/2022,,,,109/6,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM10
MPNB-371,30/07/2022,,,,109/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM11
MPNB-372,30/07/2022,,,,109/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM12
MPNB-373,,,,,109/9,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM13
MPNB-374,,,,,110/0,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM14
MPNB-375,,,,,110/1,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM15
MPNB-376,31/10/2023,,,,110/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM16
MPSB-1,,,,,110/2,,OTHER,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM01
MPSB-2,,,,,110/1,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM02
MPSB-3,,,,,110/0,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM03
MPSB-4,,,,,109/9,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM04
MPSB-5,30/05/2022,,,,109/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM05
MPSB-6,30/05/2022,,,,109/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM06
MPSB-7,30/05/2022,,,,109/6,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM07
MPSB-8,30/05/2022,,,,109/5,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM08
MPSB-9,30/05/2022,,,,109/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM09
MPSB-10,30/05/2022,,,,109/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM10
MPSB-11,30/08/2022,,,,109/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM11
MPSB-12,30/08/2022,,,,109/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM12
MPSB-13,30/08/2022,,,,109/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM13
MPSB-14,30/08/2022,,,,108/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM14
MPSB-15,30/08/2022,,,,108/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM15
