Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
,,,485162.275,,244578.447,,,,,651495,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM33
,,,485109.964,,244662.766,,,,,651492,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM34
,,,485053.178,,244750.73,,,,,651489,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM35
,,,484994.432,,244834.888,,,,,651486,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM36
,,,484934.631,,244914.591,,,,,651483,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM37
,,,484875.339,,244989.848,,,,,651480,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM38
,,,484808.339,,245069.296,,,,,651477,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM39
,,,484740.474,,245143.918,,,,,651474,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM40
,,,484674.043,,245212.87,,,,,651471,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM41
,,,484602.839,,245288.708,,,,,651468,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM42
,,,484532.757,,245355.167,,,,,651465,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM43
,,,484551.334,,245383.104,,,,,650648,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM01
,,,484624.887,,245313.271,,,,,651328,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM02
,,,484697.313,,245240.668,,,,,651331,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM03
,,,484766.358,,245167.783,,,,,651334,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM04
,,,484842.666,,245080.977,,,,,651337,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM05
,,,484898.114,,245014.42,,,,,651340,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM06
,,,484961.246,,244934.35,,,,,651343,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM07
,,,485021.365,,244853.246,,,,,651346,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM08
,,,485079.142,,244770.571,,,,,651349,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM09
,,,485134.541,,244686.336,,,,,651352,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM10
,,,485194.489,,244589.36,,,,,651355,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM11
,,,485231.96,,244524.44,,,,,651358,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM12
,,,485291.241,,244419.177,,,,,651361,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM13
,,,485345.918,,244322.662,,,,,651364,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM14
,,,485395.669,,244237.151,,,,,651367,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM15
,,,485442.728,,244149.4,,,,,651370,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM16
,,,485493.145,,244062.899,,,,,651373,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM17
,,,485540.84,,243978.219,,,,,651376,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM18
,,,485591.386,,243885.858,,,,,651379,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM19
,,,485641.126,,243802.805,,,,,651382,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM20
,,,485694.813,,243725.708,,,,,651385,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM21
,,,485748.572,,243657.487,,,,,651957,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM22
,,,485814.506,,243574.274,,,,,651391,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM23
,,,485886.129,,243499.01,,,,,651394,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM24
,,,485958.234,,243431.45,,,,,651397,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM25
,,,486034.684,,243369.718,,,,,651400,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM26
,,,486109.095,,243298.48,,,,,651403,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM27
,,,486179.998,,243230.927,,,,,651406,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM28
,,,486254.789,,243162.696,,,,,651409,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM29
,,,486326.648,,243097.742,,,,,651412,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM30
,,,486402.955,,243028.522,,,,,651960,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM31
,,,486477.115,,242961.613,,,,,651418,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM32
,,,486549.946,,242895.605,,,,,651421,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM33
,,,486629.671,,242823.848,,,,,651424,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM34
,,,486699.867,,242762.309,,,,,651430,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM35
,,,486775.614,,242699.093,,,,,651433,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM36
,,,486853.064,,242635.328,,,,,651436,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM37
,,,486929.488,,242572.513,,,,,651439,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM38
,,,487008.358,,242507.814,,,,,651442,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM39
,,,487082.96,,242446.25,,,,,651963,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM40
,,,487163.956,,242380.89,,,,,651456,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM41
,,,487242.485,,242316.053,,,,,651459,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM42
,,,487319.785,,242256.273,,,,,651462,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM43
,,,487395.071,,242190.176,,,,,574967,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM01
,,,487471.303,,242127.585,,,,,574970,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM02
,,,487550.164,,242062.817,,,,,574973,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM03
,,,487627.167,,241999.607,,,,,574976,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM04
,,,487703.836,,241936.545,,,,,574979,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM05
,,,487780.756,,241873.193,,,,,763721,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM06
,,,487860.943,,241807.821,,,,,574985,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM07
,,,487937.778,,241744.517,,,,,574988,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM08
,,,488013.011,,241683.906,,,,,574991,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM09
,,,488088.283,,241625.853,,,,,763707,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM10
,,,488171.9,,241566.144,,,,,574997,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM11
,,,488255.831,,241508.818,,,,,575000,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM12
,,,488338.742,,241452.994,,,,,575003,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM13
,,,488426.555,,241393.645,,,,,575006,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM14
