Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Arup reference ID
MPSB-36,31/10/2023,,,,106/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM20
MPSB-37,30/08/2022,,,,106/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM21
MPSB-38,30/08/2022,,,,106/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM22
MPSB-39,30/08/2022,,,,106/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM23
MPSB-40,31/10/2023,,,,106/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM24
MPSB-41,30/09/2022,,,,106/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM25
MPSB-42,30/09/2022,,,,106/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM26
MPSB-43,30/09/2022,,,,106/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM27
MPSB-44,30/09/2022,,,,105/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM28
MPSB-45,30/09/2022,,,,105/8,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM29
MPSB-46,30/09/2022,,,,105/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM30
MPSB-47,30/09/2022,,,,105/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM31
MPSB-48,30/09/2022,,,,105/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM32
MPSB-49,30/09/2022,,,,105/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM33
MPSB-50,30/09/2022,,,,105/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM34
MPSB-51,30/09/2022,,,,105/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM35
MPSB-52,30/06/2022,,,,105/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM36
MPSB-53,30/06/2022,,,,105/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM37
MPSB-54,30/06/2022,,,,104/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM01
MPSB-55,30/06/2022,,,,104/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM02
MPSB-56,30/06/2022,,,,104/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM03
MPSB-57,30/06/2022,,,,104/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM04
MPSB-58,30/06/2022,,,,104/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM05
MPSB-59,30/06/2022,,,,104/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM06
MPSB-60,30/06/2022,,,,104/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM07
MPSB-61,30/06/2022,,,,104/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM08
MPSB-62,30/06/2022,,,,104/1,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM09
MPSB-63,30/06/2022,,,,104/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM10
MPSB-64,30/06/2022,,,,103/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM11
MPSB-65,30/06/2022,,,,103/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM12
MPSB-66,31/10/2023,,,,103/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM13
MPSB-67,30/10/2022,,,,103/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM14
MPSB-68,30/10/2022,,,,103/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM15
MPSB-69,30/10/2022,,,,103/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM16
MPSB-70,30/10/2022,,,,103/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM17
MPSB-71,30/10/2022,,,,103/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM18
MPSB-72,30/10/2022,,,,103/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM19
MPSB-73,30/10/2022,,,,103/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM20
MPSB-74,30/10/2022,,,,102/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM21
MPSB-75,30/10/2022,,,,102/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM22
MPSB-76,30/06/2022,,,,102/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM23
MPSB-77,30/06/2022,,,,102/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM24
MPSB-78,30/06/2022,,,,102/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM25
MPSB-79,30/06/2022,,,,102/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM26
MPSB-80,30/06/2022,,,,102/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM27
MPSB-81,30/06/2022,,,,102/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM28
MPSB-82,30/06/2022,,,,102/1,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM29
MPSB-83,30/06/2022,,,,102/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM30
MPSB-84,30/06/2022,,,,101/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM31
MPSB-85,30/06/2022,,,,101/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM32
MPSB-86,30/06/2022,,,,101/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM33
MPSB-87,31/10/2023,,,,101/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM34
MPSB-88,30/06/2022,,,,101/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM35
MPSB-89,30/06/2022,,,,101/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM01
MPSB-90,30/06/2022,,,,101/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM02
MPSB-91,30/06/2022,,,,101/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM03
MPSB-92,30/06/2022,,,,101/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM04
MPSB-93,30/06/2022,,,,101/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM05
MPSB-94,30/06/2022,,,,100/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM06
MPSB-95,31/10/2023,,,,100/8,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM07
MPSB-96,31/10/2023,,,,100/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM08
MPSB-97,30/06/2022,,,,100/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM09
MPSB-98,30/06/2022,,,,100/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM10
MPSB-99,30/06/2022,,,,100/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM11
MPSB-100,30/06/2022,,,,100/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM12
MPSB-101,30/06/2022,,,,100/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM13
MPSB-102,30/06/2022,,,,100/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM14
MPSB-103,30/06/2022,,,,100/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM15
MPSB-104,30/06/2022,,,,99/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM16
MPSB-105,30/06/2022,,,,99/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM17
MPSB-106,20/10/2022,,,,99/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM18
MPSB-107,01/03/2022,,,,99/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM19
MPSB-108,30/06/2022,,,,99/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM20
MPSB-109,18/01/2022,,,,99/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM21
MPSB-110,22/09/2022,,,,99/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM22
MPSB-111,26/08/2021,,,,99/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM23
MPSB-112,31/08/2021,,,,99/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM24
MPSB-113,26/08/2021,,,,99/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM25
MPSB-114,31/08/2021,,,,98/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM26
MPSB-115,26/08/2021,,,,98/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM27
