Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Arup reference ID
MPNB-174,21/01/2022,,,,90/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM31
MPNB-175,22/05/2022,,,,90/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM32
MPNB-176,14/01/2022,,,,90/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM33
MPNB-177,14/01/2022,,,,90/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM34
MPNB-178,14/01/2022,,,,90/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM35
MPNB-179,14/01/2022,,,,90/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM36
MPNB-180,08/03/2022,,,,90/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM37
MPNB-181,08/03/2022,,,,90/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM38
MPNB-182,08/03/2022,,,,90/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM39
MPNB-183,08/03/2022,,,,90/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM40
MPNB-184,01/09/2021,,,,91/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM41
MPNB-185,01/09/2021,,,,91/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM42
MPNB-186,01/09/2021,,,,91/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM43
MPNB-187,20/01/2022,,,,91/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM44
MPNB-188,13/01/2021,,,,91/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM45
MPNB-189,14/01/2021,,,,91/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM46
MPNB-190,14/01/2021,,,,91/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM47
MPNB-191,08/03/2022,,,,91/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM48
MPNB-192,08/03/2022,,,,91/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM49
MPNB-193,13/01/2022,,,,91/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM50
MPNB-194,13/01/2022,,,,92/0,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM51
MPNB-195,08/01/2022,,,,92/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM52
MPNB-196,13/01/2022,,,,92/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM53
MPNB-197,13/01/2022,,,,92/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM54
MPNB-198,13/01/2022,,,,92/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM55
MPNB-199,13/01/2022,,,,92/5,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM56
MPNB-200,13/01/2022,,,,92/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM57
MPNB-201,13/01/2022,,,,92/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM58
MPNB-202,13/01/2022,,,,92/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM59
MPNB-203,08/11/2021,,,,92/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM60
MPNB-204,13/01/2022,,,,93/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM61
MPNB-205,13/01/2022,,,,93/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM62
MPNB-206,13/01/2022,,,,93/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM63
MPNB-207,08/03/2022,,,,93/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM64
MPNB-208,08/11/2021,,,,93/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM65
MPNB-209,08/11/2021,,,,93/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM66
MPNB-210,13/01/2022,,,,93/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM67
MPNB-211,13/01/2022,,,,93/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM68
MPNB-212,08/03/2022,,,,93/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM69
MPNB-213,08/03/2022,,,,93/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM70
MPNB-214,08/03/2022,,,,94/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM71
MPSB-165,17/01/2022,,,,93/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM01
MPSB-166,16/12/2021,,,,93/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM02
MPSB-167,28/05/2022,,,,93/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM03
MPSB-168,10/09/2021,,,,93/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM04
MPSB-169,10/09/2021,,,,93/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM05
MPSB-170,10/09/2021,,,,93/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM06
MPSB-171,31/10/2023,,,,93/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM07
MPSB-172,16/12/2021,,,,93/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM08
MPSB-173,16/12/2021,,,,93/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM09
MPSB-174,16/12/2021,,,,92/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM10
MPSB-175,16/12/2021,,,,92/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM11
MPSB-176,16/12/2021,,,,92/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM12
MPSB-178,17/01/2022,,,,92/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM13
MPSB-179,17/01/2022,,,,92/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM14
MPSB-180,17/01/2022,,,,92/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM15
MPSB-181,01/03/2022,,,,92/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM16
MPSB-182,16/12/2021,,,,92/1,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM17
MPSB-183,18/01/2022,,,,92/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM18
MPSB-184,28/05/2022,,,,91/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM19
MPSB-185,18/01/2022,,,,91/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM20
MPSB-186,18/01/2022,,,,91/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM21
MPSB-187,16/12/2021,,,,91/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM22
MPSB-188,16/12/2021,,,,91/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM23
MPSB-189,18/01/2022,,,,91/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM24
MPSB-190,28/05/2022,,,,91/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM25
MPSB-191,20/10/2022,,,,91/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM26
MPSB-192,16/12/2021,,,,91/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM27
MPSB-193,17/03/2022,,,,91/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM28
MPSB-194,16/12/2021,,,,90/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM29
MPSB-195,18/01/2022,,,,90/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM30
MPSB-196,18/01/2022,,,,90/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM31
MPSB-197,18/01/2022,,,,90/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM32
MPSB-198,18/01/2022,,,,90/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM33
MPSB-199,28/05/2022,,,,90/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM34
MPSB-200,18/01/2022,,,,90/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM35
MPSB-201,18/01/2022,,,,90/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM36
MPSB-202,24/01/2022,,,,90/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM37
MPSB-203,16/12/2021,,,,90/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM38
MPSB-204,18/01/2022,,,,89/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM39
MPSB-205,24/01/2022,,,,89/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM40
MPSB-206,24/01/2022,,,,89/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM41
MPSB-207,18/01/2022,,,,89/6,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM42
MPSB-208,18/01/2022,,,,89/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM43
MPSB-209,16/12/2021,,,,89/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM44
MPSB-210,16/12/2021,,,,89/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM45
