Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Arup reference ID
MPNB-114,12/05/2021,,,,84/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM14
MPNB-115,12/05/2021,,,,84/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM15
MPNB-116,12/05/2021,,,,84/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM16
MPNB-117,12/05/2021,,,,84/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM17
MPNB-118,12/05/2021,,,,84/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM18
MPNB-119,08/11/2021,,,,84/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM19
MPNB-120,08/11/2021,,,,84/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM20
MPNB-121,22/05/2022,,,,84/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM21
MPNB-122,22/05/2022,,,,84/8,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM22
MPNB-123,22/05/2022,,,,84/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM23
MPNB-124,08/11/2021,,,,85/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM24
MPNB-125,08/11/2021,,,,85/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM25
MPNB-126,08/11/2021,,,,85/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM26
MPNB-127,08/11/2021,,,,85/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM27
MPNB-128,08/11/2021,,,,85/4,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM28
MPNB-129,21/01/2022,,,,85/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM29
MPNB-130,21/01/2022,,,,85/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM30
MPNB-131,21/01/2022,,,,85/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM31
MPNB-132,21/01/2022,,,,85/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM32
MPNB-133,21/01/2022,,,,85/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM33
MPNB-134,08/11/2021,,,,86/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM34
MPNB-135,21/01/2022,,,,86/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM35
MPNB-136,21/01/2022,,,,86/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM36
MPNB-137,14/01/2022,,,,86/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM37
MPNB-138,21/01/2022,,,,86/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM38
MPNB-139,21/01/2022,,,,86/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM39
MPNB-140,21/01/2022,,,,86/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM40
MPNB-141,25/01/2022,,,,86/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM41
MPNB-142,14/01/2022,,,,86/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM42
MPNB-143,20/01/2022,,,,86/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM43
MPSB-234,20/01/2022,,,,86/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM01
MPSB-235,24/01/2022,,,,86/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM02
MPSB-236,24/01/2022,,,,86/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM03
MPSB-237,20/01/2022,,,,86/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM04
MPSB-238,01/03/2022,,,,86/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM05
MPSB-239,01/03/2022,,,,86/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM06
MPSB-240,24/01/2022,,,,86/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM07
MPSB-241,24/01/2022,,,,86/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM08
MPSB-242,24/01/2022,,,,86/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM09
MPSB-243,24/01/2022,,,,86/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM10
MPSB-244,17/03/2022,,,,85/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM11
MPSB-245,17/03/2022,,,,85/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM12
MPSB-246,24/01/2022,,,,85/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM13
MPSB-247,17/03/2022,,,,85/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM14
MPSB-248,05/05/2022,,,,85/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM15
MPSB-249,01/03/2022,,,,85/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM16
MPSB-250,20/10/2022,,,,85/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM17
MPSB-251,20/10/2022,,,,85/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM18
MPSB-252,01/03/2022,,,,85/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM19
MPSB-253,01/03/2022,,,,85/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM20
MPSB-254,01/03/2022,,,,84/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM21
MPSB-255,20/10/2022,,,,84/8,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM22
MPSB-256,20/10/2022,,,,84/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM23
MPSB-257,04/08/2021,,,,84/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM24
MPSB-258,04/08/2021,,,,84/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM25
MPSB-259,25/08/2021,,,,84/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM26
MPSB-260,25/08/2021,,,,84/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM27
MPSB-261,05/08/2021,,,,84/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM28
MPSB-262,05/08/2021,,,,84/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM29
MPSB-263,25/08/2021,,,,84/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM30
MPSB-264,05/08/2021,,,,83/9,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM31
MPSB-265,05/08/2021,,,,83/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM32
MPSB-266,05/08/2021,,,,83/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM33
MPSB-267,04/08/2021,,,,83/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM34
MPSB-268,04/08/2021,,,,83/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM35
MPSB-269,05/08/2021,,,,83/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM36
MPSB-270,05/08/2021,,,,83/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM37
MPSB-271,05/08/2021,,,,83/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM38
MPSB-272,04/08/2021,,,,83/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM39
MPSB-273,04/08/2021,,,,83/0,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM40
MPSB-274,04/08/2021,,,,82/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM41
MPSB-275,19/11/2020,,,,82/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM42
MPSB-276,19/11/2020,,,,82/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-SER-SB-RMP-RFM-RFM43
MPSB-277,25/08/2021,,,,82/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM01
MPSB-278,19/11/2020,,,,82/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM02
MPSB-279,25/08/2021,,,,82/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM03
MPSB-280,20/10/2022,,,,82/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM04
MPSB-281,25/08/2021,,,,82/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM05
MPSB-282,25/08/2021,,,,82/1,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM06
MPSB-283,04/08/2021,,,,82/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM07
MPSB-284,04/08/2021,,,,81/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM08
MPSB-285,04/08/2021,,,,81/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM09
MPSB-286,20/10/2022,,,,81/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM10
MPSB-287,26/08/2021,,,,81/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM11
MPSB-288,19/11/2020,,,,81/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM12
MPSB-289,20/10/2022,,,,81/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM13
MPSB-290,19/11/2020,,,,81/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J14-SB-RMP-RFM-RFM14
