Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
,,,492069.564,,239275.974,,,,,754545,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM22
,,,492152.778,,239216.073,,,,,754548,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM23
,,,492235.483,,239156.575,,,,,754551,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM24
,,,492313.742,,239101.064,,,,,754554,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM25
,,,492396.408,,239041.156,,,,,754557,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM26
,,,492474.916,,238984.257,,,,,754560,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM27
,,,492556.225,,238925.842,,,,,754563,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM28
,,,492637.389,,238867.408,,,,,754566,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM29
,,,492718.996,,238808.701,,,,,754569,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM30
,,,492798.68,,238751.314,,,,,754572,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM31
,,,492886.019,,238688.475,,,,,754575,IT_SM:IT_SM-M:M1-LK01-SB-RMP-RFM-RFM32
,,,492963.589,,238633.733,,,,,654176,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM01
,,,493048.415,,238577.14,,,,,654279,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM02
,,,493118.765,,238533.146,,,,,654282,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM03
,,,493219.387,,238473.557,,,,,654285,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM04
,,,493310.039,,238422.689,,,,,654288,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM05
,,,493392.097,,238380.09,,,,,654291,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM06
,,,493483.802,,238335.528,,,,,654294,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM07
,,,493567.638,,238298.129,,,,,656242,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM08
,,,493662.635,,238257.22,,,,,654303,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM09
,,,493750.23,,238224.262,,,,,654306,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM10
,,,493840.006,,238189.258,,,,,654309,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM11
,,,493936.27,,238151.656,,,,,654312,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM12
,,,494126.074,,238079.261,,,,,654318,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM13
,,,494220.061,,238043.491,,,,,654321,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM14
,,,494315.322,,238007.189,,,,,654324,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM15
,,,494409.709,,237971.218,,,,,654327,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM16
,,,494503.085,,237935.611,,,,,654330,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM17
,,,494591.601,,237904.073,,,,,654333,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM18
,,,494689.749,,237866.228,,,,,654336,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM19
,,,494781.863,,237829.522,,,,,654339,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM20
,,,494874.456,,237795.714,,,,,654342,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM21
,,,494965.732,,237760.922,,,,,654345,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM22
,,,495056.182,,237725.509,,,,,656248,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM23
,,,495150.225,,237690.767,,,,,654351,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM24
,,,495241.82,,237654.225,,,,,654354,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM25
,,,495336.174,,237619.525,,,,,654357,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM26
,,,495437.308,,237585.498,,,,,654363,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM27
,,,495532.156,,237551.923,,,,,654366,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM28
,,,495622.401,,237522.994,,,,,654369,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM29
,,,495717.256,,237473.694,,,,,654372,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM30
,,,495785.296,,237447.752,,,,,654375,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM31
,,,495902.104,,237403.627,,,,,654378,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM32
,,,484460.029,,245420.457,,,,,588248,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM01
,,,484379.062,,245488.894,,,,,588245,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM02
,,,484301.632,,245550.526,,,,,588242,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM03
,,,484225.355,,245607.962,,,,,588239,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM04
,,,484139.479,,245671.742,,,,,588236,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM05
,,,484058.417,,245731.975,,,,,588233,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM06
,,,483978.123,,245791.602,,,,,588230,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM07
,,,483896.76,,245852.039,,,,,588227,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM08
,,,483817.92,,245910.588,,,,,588224,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM09
,,,483741.106,,245967.696,,,,,588221,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM10
,,,483657.605,,246029.709,,,,,588218,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM11
,,,483575.705,,246090.43,,,,,588215,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM12
,,,483498.511,,246144.491,,,,,587550,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM13
,,,483418.257,,246207.441,,,,,587547,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM14
,,,483332.331,,246271.766,,,,,775397,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM15
,,,483258.013,,246326.553,,,,,587541,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM16
