Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
,,,470529.222,,258378.602,,,,,567438,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM26
,,,470614.248,,258320.706,,,,,567441,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM27
,,,470695.769,,258266.207,,,,,567444,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM28
,,,470783.552,,258206.554,,,,,569214,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM29
,,,470869.763,,258148.685,,,,,567450,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM30
,,,470959.749,,258087.578,,,,,567453,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM31
,,,471026.821,,258042.241,,,,,567456,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM32
,,,471110.389,,257985.696,,,,,567459,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM33
,,,471197.261,,257931.725,,,,,567462,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM34
,,,471276.207,,257873.622,,,,,567465,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM35
,,,471360.487,,257816.606,,,,,567468,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM36
,,,471441.112,,257763.879,,,,,568135,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM37
,,,471529.677,,257708.666,,,,,567836,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM01
,,,471613.426,,257658.989,,,,,568501,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM02
,,,471700.943,,257609.517,,,,,569884,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM03
,,,471791.265,,257565.087,,,,,568507,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM04
,,,471883.625,,257522.064,,,,,568510,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM05
,,,471966.71,,257474.682,,,,,568513,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM06
,,,472062.618,,257431.582,,,,,568516,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM07
,,,472154.125,,257392.578,,,,,568519,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM08
,,,472243.924,,257356.51,,,,,569876,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM09
,,,472345.122,,257318.734,,,,,568525,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM10
,,,472449.503,,257297.627,,,,,568528,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM11
,,,472527.681,,257258.174,,,,,568531,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM12
,,,472631.307,,257216.108,,,,,568534,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM13
,,,472714.316,,257179.81,,,,,568537,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM14
,,,472808.344,,257137.634,,,,,568540,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM15
,,,472905.941,,257091.694,,,,,568543,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM16
,,,472997.236,,257046.541,,,,,568546,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM17
,,,473084.303,,257001.488,,,,,568549,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM18
,,,473173.732,,256952.837,,,,,568552,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM19
,,,473266.893,,256901.065,,,,,568555,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM20
,,,473339.659,,256856.181,,,,,568558,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM21
,,,473430.566,,256798.98,,,,,568561,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM22
,,,473507.379,,256748.391,,,,,569850,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM23
,,,473596.122,,256687.749,,,,,568569,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM24
,,,473673.05,,256632.573,,,,,568572,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM25
,,,473744.983,,256577.036,,,,,568575,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM26
,,,473836.483,,256507.502,,,,,568578,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM27
,,,473909.899,,256447.058,,,,,568581,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM28
,,,473989.271,,256377.405,,,,,569802,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM29
,,,474064.614,,256308.257,,,,,568587,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM30
,,,474135.364,,256239.86,,,,,568590,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM31
,,,474207.884,,256165.286,,,,,568593,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM32
,,,474282.034,,256086.823,,,,,568596,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM33
,,,474344.95,,256026.986,,,,,568599,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM34
,,,474416.805,,255944.342,,,,,568602,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM35
,,,474492.325,,255864.452,,,,,568022,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM01
,,,474556.959,,255796.054,,,,,568025,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM02
,,,474624.5,,255724.586,,,,,568028,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM03
,,,474693.185,,255652.139,,,,,568034,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM04
,,,474758.356,,255583.043,,,,,568037,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM05
,,,474827.233,,255510.152,,,,,568040,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM06
,,,474901.211,,255431.655,,,,,569697,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM07
,,,474971.428,,255357.169,,,,,569661,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM08
,,,475036.202,,255291.397,,,,,568049,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM09
,,,475108.668,,255222.694,,,,,568052,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM10
,,,475185.714,,255152.871,,,,,568055,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM11
,,,475260.491,,255086.619,,,,,568058,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM12
,,,475334.272,,255025.411,,,,,568061,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM13
,,,475399.094,,254957.604,,,,,568064,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM14
,,,475480.416,,254887.126,,,,,568067,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM15
,,,475551.916,,254825.227,,,,,568070,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM16
,,,475633.701,,254757.544,,,,,568073,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM17
,,,475707.444,,254691.016,,,,,568076,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM18
,,,475843.645,,254584.499,,,,,568079,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM19
,,,475868.273,,254560.818,,,,,568082,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM20
,,,475933.695,,254500.512,,,,,568085,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM21
,,,476014.349,,254429.328,,,,,568088,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM22
,,,476096.829,,254357.115,,,,,568091,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM23
,,,476175.345,,254289.811,,,,,568094,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM24
,,,476249.985,,254219.412,,,,,568097,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM25
,,,476321.738,,254158.068,,,,,568100,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM26
,,,476396.295,,254092.692,,,,,568103,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM27
