Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
MPNB-214,08/03/2022,,,,94/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479454.869,,250420.423,,,,,581006,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM71
MPSB-165,17/01/2022,,,,93/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479594.255,,250265.788,,,,,580235,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM01
MPSB-166,16/12/2021,,,,93/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479646.603,,250167.199,,,,,580238,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM02
MPSB-167,28/05/2022,,,,93/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479706.66,,250067.141,,,,,580241,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM03
MPSB-168,10/09/2021,,,,93/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479767.169,,249961.913,,,,,580244,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM04
MPSB-169,10/09/2021,,,,93/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479828.955,,249856.747,,,,,580247,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM05
MPSB-170,10/09/2021,,,,93/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479879.59,,249770.56,,,,,580250,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM06
MPSB-171,31/10/2023,,,,93/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479929.494,,249687.411,,,,,580253,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM07
MPSB-172,16/12/2021,,,,93/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479979.912,,249601.267,,,,,580256,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM08
MPSB-173,16/12/2021,,,,93/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480031.092,,249517.905,,,,,580259,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM09
MPSB-174,16/12/2021,,,,92/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480086.741,,249430.326,,,,,580262,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM10
MPSB-175,16/12/2021,,,,92/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480147.935,,249341.488,,,,,580265,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM11
MPSB-176,16/12/2021,,,,92/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480217.169,,249250.819,,,,,580268,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM12
MPSB-178,17/01/2022,,,,92/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480343.102,,249089.642,,,,,580274,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM13
MPSB-179,17/01/2022,,,,92/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480414.009,,249008.093,,,,,580277,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM14
MPSB-180,17/01/2022,,,,92/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480485.471,,248930.453,,,,,580280,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM15
MPSB-181,01/03/2022,,,,92/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480567.941,,248848.096,,,,,580283,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM16
MPSB-182,16/12/2021,,,,92/1,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480626.511,,248786.435,,,,,582878,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM17
MPSB-183,18/01/2022,,,,92/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480684.922,,248728.083,,,,,580289,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM18
MPSB-184,28/05/2022,,,,91/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480761.009,,248651.259,,,,,580955,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM19
MPSB-185,18/01/2022,,,,91/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480835.424,,248576.359,,,,,580958,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM20
MPSB-186,18/01/2022,,,,91/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480913.986,,248503.226,,,,,580961,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM21
MPSB-187,16/12/2021,,,,91/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,480984.773,,248425.869,,,,,580964,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM22
MPSB-188,16/12/2021,,,,91/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481057.999,,248352.083,,,,,580967,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM23
MPSB-189,18/01/2022,,,,91/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481124.623,,248284.98,,,,,580970,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM24
MPSB-190,28/05/2022,,,,91/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481193.852,,248215.131,,,,,580973,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM25
MPSB-191,20/10/2022,,,,91/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481271.734,,248136.905,,,,,580976,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM26
MPSB-192,16/12/2021,,,,91/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481339.098,,248068.824,,,,,580979,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM27
MPSB-193,17/03/2022,,,,91/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481406.008,,248001.628,,,,,580982,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM28
MPSB-194,16/12/2021,,,,90/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481479.772,,247927.031,,,,,588251,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM29
MPSB-195,18/01/2022,,,,90/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481546.87,,247859.5,,,,,588254,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM30
MPSB-196,18/01/2022,,,,90/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481618.422,,247787.447,,,,,588257,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM31
MPSB-197,18/01/2022,,,,90/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481687.524,,247717.71,,,,,588260,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM32
MPSB-198,18/01/2022,,,,90/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481756.198,,247648.583,,,,,588263,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM33
MPSB-199,28/05/2022,,,,90/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481828.615,,247575.568,,,,,588266,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM34
MPSB-200,18/01/2022,,,,90/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481898.333,,247505.436,,,,,588269,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM35
MPSB-201,18/01/2022,,,,90/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,481970.344,,247432.691,,,,,588272,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM36
MPSB-202,24/01/2022,,,,90/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482040.901,,247361.753,,,,,588275,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM37
MPSB-203,16/12/2021,,,,90/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482112.619,,247289.204,,,,,588278,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM38
MPSB-204,18/01/2022,,,,89/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482182.257,,247219.623,,,,,588281,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM39
MPSB-205,24/01/2022,,,,89/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482251.756,,247152.948,,,,,588284,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM40
MPSB-206,24/01/2022,,,,89/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482329.933,,247085.189,,,,,588287,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM41
MPSB-207,18/01/2022,,,,89/6,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482396.321,,247022.788,,,,,775431,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM42
MPSB-208,18/01/2022,,,,89/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482469.861,,246960.671,,,,,588293,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM43
MPSB-209,16/12/2021,,,,89/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482551.991,,246896.612,,,,,588296,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM44
MPSB-210,16/12/2021,,,,89/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482629.315,,246834.81,,,,,588299,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM45
MPSB-211,18/01/2022,,,,89/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482712.476,,246772.992,,,,,588302,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM46
MPSB-212,16/12/2021,,,,89/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482799.363,,246708.405,,,,,588305,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM47
MPSB-213,16/12/2021,,,,89/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482872.394,,246654.164,,,,,588308,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM48
MPSB-214,16/12/2021,,,,88/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,482955.839,,246592.214,,,,,588311,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM49
MPSB-215,17/03/2022,,,,88/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483033.758,,246534.489,,,,,588314,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM50
MPSB-216,16/12/2021,,,,88/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483121.941,,246468.788,,,,,588317,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM51
MPSB-217,16/12/2021,,,,88/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483197.332,,246412.779,,,,,588320,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM52
MPSB-218,11/06/2022,,,,88/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483275.976,,246354.411,,,,,588323,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM53
MPSB-219,16/12/2021,,,,88/4,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483350.663,,246298.465,,,,,775410,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM54
MPSB-220,16/12/2021,,,,88/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483438.605,,246233.567,,,,,588329,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM55
MPSB-221,16/12/2021,,,,88/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483517.227,,246175.178,,,,,588332,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM56
MPSB-222,18/01/2022,,,,88/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483596.893,,246116.118,,,,,588335,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM57
MPSB-223,18/01/2022,,,,88/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483677.605,,246056.069,,,,,588338,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM58
MPSB-224,20/10/2022,,,,87/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483766.567,,245990.067,,,,,588341,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM59
MPSB-225,18/01/2022,,,,87/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483837.719,,245936.98,,,,,588344,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM60
MPSB-226,16/12/2021,,,,87/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,483921.344,,245878.203,,,,,588347,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM61
MPSB-227,16/12/2021,,,,87/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,484000.763,,245816.017,,,,,588350,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM62
MPSB-228,16/12/2021,,,,87/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,484080.696,,245756.638,,,,,588353,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM63
MPSB-229,16/12/2021,,,,87/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,484163.109,,245695.465,,,,,588356,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM64
MPSB-230,16/12/2021,,,,87/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,484240.633,,245637.872,,,,,588359,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM65
MPSB-231,18/01/2022,,,,87/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,484321.219,,245577.252,,,,,588362,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM66
MPSB-232,18/01/2022,,,,87/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,484404.278,,245510.99,,,,,588365,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM67
MPSB-233,18/01/2022,,,,87/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,484481.823,,245446.772,,,,,588368,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM68
MPNB-215,08/03/2022,,,,94/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479404.842,,250503.227,,,,,581003,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM72
MPNB-216,13/01/2022,,,,94/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479354.749,,250597.163,,,,,581000,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM73
MPNB-217,13/01/2022,,,,94/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479304.388,,250684.132,,,,,580997,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM74
MPNB-218,02/09/2021,,,,94/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479253.226,,250771.314,,,,,580994,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM75
MPNB-219,02/09/2021,,,,94/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479201.565,,250859.328,,,,,580991,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM76
MPNB-220,22/05/2022,,,,94/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479150.379,,250946.117,,,,,580988,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM77
MPNB-221,08/11/2021,,,,94/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479099.383,,251032.817,,,,,580985,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM78
MPNB-222,01/09/2021,,,,94/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479049.29,,251118.581,,,,,764958,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM79
MPNB-223,08/03/2022,,,,94/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,479000.747,,251199.693,,,,,764955,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM80
MPNB-224,08/03/2022,,,,95/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478943.895,,251292.531,,,,,764952,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM81
MPNB-225,08/03/2022,,,,95/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478885.87,,251377.527,,,,,764949,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM82
MPNB-226,14/09/2022,,,,95/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478835.794,,251462.796,,,,,764946,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM83
MPNB-227,13/01/2022,,,,95/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478780.551,,251546.513,,,,,764943,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM84
MPNB-228,13/01/2022,,,,95/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478724.109,,251630.029,,,,,764940,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM85
MPNB-229,08/03/2022,,,,95/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478669.443,,251709.169,,,,,764937,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM86
MPNB-230,08/03/2022,,,,95/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478610.52,,251792.585,,,,,764934,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM87
MPNB-231,13/01/2022,,,,95/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478551.965,,251873.535,,,,,764931,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM88
MPNB-232,14/01/2022,,,,95/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478493.318,,251952.564,,,,,764928,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM89
MPNB-233,10/09/2021,,,,95/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478433.311,,252032.22,,,,,764925,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM90
MPNB-234,10/09/2021,,,,96/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478368.471,,252115.977,,,,,764920,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM91
MPNB-235,22/05/2022,,,,96/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478308.184,,252191.834,,,,,764917,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM92
MPNB-236,22/05/2022,,,,96/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478240.553,,252268.467,,,,,764914,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM93
MPNB-237,10/09/2021,,,,96/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478180.979,,252347.349,,,,,764911,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM94
MPNB-238,08/11/2021,,,,96/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478116.817,,252423.702,,,,,764908,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM95
MPNB-239,10/09/2021,,,,96/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478051.132,,252499.076,,,,,764905,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM96
MPNB-240,10/09/2021,,,,96/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477985.568,,252573.133,,,,,764902,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM97
MPNB-241,10/09/2021,,,,96/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477917.882,,252648.02,,,,,764899,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM98
MPNB-242,22/05/2022,,,,96/8,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477848.235,,252723.194,,,,,765969,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM99
MPNB-243,08/11/2021,,,,96/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477780.43,,252794.455,,,,,764893,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM100
MPNB-244,22/05/2022,,,,97/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477708.653,,252863.465,,,,,764890,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM101
MPNB-245,22/05/2022,,,,97/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477645.139,,252933.648,,,,,764887,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM102
MPNB-246,22/05/2022,,,,97/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477569.384,,253008.646,,,,,764884,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM103
MPNB-247,02/09/2021,,,,97/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477500.898,,253075.193,,,,,764881,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM104
MPNB-248,14/01/2022,,,,97/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477427.175,,253145.308,,,,,764878,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM105
MPNB-249,14/01/2022,,,,97/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477355.158,,253212.141,,,,,764875,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM106
MPNB-250,22/05/2022,,,,97/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477279.286,,253280.914,,,,,764872,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM107
MPNB-251,01/09/2021,,,,97/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477200.123,,253351.35,,,,,764869,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM108
MPNB-252,01/09/2021,,,,97/8,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477126.948,,253415.098,,,,,766734,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM109
MPNB-253,02/09/2021,,,,97/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477044.951,,253478.549,,,,,764863,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM110
MPNB-254,22/05/2022,,,,98/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476971.076,,253550.201,,,,,764860,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM111
MPNB-255,01/09/2021,,,,98/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476899.412,,253612.509,,,,,764857,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM112
MPNB-256,01/09/2021,,,,98/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476827.736,,253674.71,,,,,764854,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM113
MPNB-257,01/09/2021,,,,98/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476753.745,,253738.792,,,,,764851,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM114
MPNB-258,01/09/2021,,,,98/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476671.147,,253810.434,,,,,764848,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM115
MPNB-259,01/09/2021,,,,98/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476600.226,,253871.926,,,,,764845,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM116
MPNB-260,08/03/2022,,,,98/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476525.316,,253936.756,,,,,764842,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM117
MPNB-261,22/05/2022,,,,98/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476450.472,,254001.646,,,,,764839,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM118
MPNB-262,01/09/2021,,,,98/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476369.317,,254072.177,,,,,568019,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM01
MPNB-263,22/05/2022,,,,98/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476301.22,,254131.104,,,,,568016,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM02
MPNB-264,25/01/2022,,,,99/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476228.076,,254193.481,,,,,568013,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM03
MPNB-265,25/01/2022,,,,99/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476147.96,,254259.658,,,,,568010,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM04
MPNB-266,25/01/2022,,,,99/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476066.821,,254327.222,,,,,568007,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM05
MPNB-267,25/01/2022,,,,99/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475987.723,,254395.194,,,,,568004,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM06
MPNB-268,08/03/2022,,,,99/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475901.49,,254464.648,,,,,568001,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM07
MPNB-269,08/03/2022,,,,99/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475826.302,,254528.541,,,,,567998,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM08
MPNB-270,22/05/2022,,,,99/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475759.326,,254601.165,,,,,567995,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM09
MPNB-271,22/05/2022,,,,99/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475684.111,,254666.052,,,,,567992,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM10
