Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
MPSB-23,30/08/2022,,,,108/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468764.718,,259103.889,,,,,567381,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM07
MPSB-24,30/08/2022,,,,107/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468855.665,,259073.458,,,,,567384,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM08
MPSB-25,30/08/2022,,,,107/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468957.938,,259039.225,,,,,567387,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM09
MPSB-26,30/08/2022,,,,107/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469047.034,,259009.438,,,,,567390,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM10
MPSB-27,30/08/2022,,,,107/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469141.76,,258977.737,,,,,567393,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM11
MPSB-28,30/08/2022,,,,107/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469238.135,,258949.846,,,,,567396,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM12
MPSB-29,30/08/2022,,,,107/4,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469329.45,,258915.202,,,,,570802,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM13
MPSB-30,30/08/2022,,,,107/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469427.986,,258882.136,,,,,567402,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM14
MPSB-31,30/08/2022,,,,107/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469524.593,,258849.639,,,,,567405,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM15
MPSB-32,30/08/2022,,,,107/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469622.77,,258815.432,,,,,567408,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM16
MPSB-33,30/08/2022,,,,107/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469713.623,,258781.727,,,,,567411,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM17
MPSB-34,30/08/2022,,,,106/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469810.85,,258743.483,,,,,567414,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM18
MPSB-35,31/10/2023,,,,106/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469900.815,,258706.653,,,,,567417,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM19
MPSB-36,31/10/2023,,,,106/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469995.249,,258662.974,,,,,570772,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM20
MPSB-37,30/08/2022,,,,106/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470082.855,,258622.382,,,,,567423,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM21
MPSB-38,30/08/2022,,,,106/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470179.745,,258573.835,,,,,567426,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM22
MPSB-39,30/08/2022,,,,106/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470266.097,,258528.511,,,,,567429,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM23
MPSB-40,31/10/2023,,,,106/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470353.745,,258479.602,,,,,567432,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM24
MPSB-41,30/09/2022,,,,106/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470441.624,,258428.948,,,,,567435,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM25
MPSB-42,30/09/2022,,,,106/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470529.222,,258378.602,,,,,567438,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM26
MPSB-43,30/09/2022,,,,106/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470614.248,,258320.706,,,,,567441,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM27
MPSB-44,30/09/2022,,,,105/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470695.769,,258266.207,,,,,567444,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM28
MPSB-45,30/09/2022,,,,105/8,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470783.552,,258206.554,,,,,569214,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM29
MPSB-46,30/09/2022,,,,105/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470869.763,,258148.685,,,,,567450,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM30
MPSB-47,30/09/2022,,,,105/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470959.749,,258087.578,,,,,567453,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM31
MPSB-48,30/09/2022,,,,105/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471026.821,,258042.241,,,,,567456,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM32
MPSB-49,30/09/2022,,,,105/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471110.389,,257985.696,,,,,567459,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM33
MPSB-50,30/09/2022,,,,105/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471197.261,,257931.725,,,,,567462,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM34
MPSB-51,30/09/2022,,,,105/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471276.207,,257873.622,,,,,567465,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM35
MPSB-52,30/06/2022,,,,105/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471360.487,,257816.606,,,,,567468,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM36
MPSB-53,30/06/2022,,,,105/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471441.112,,257763.879,,,,,568135,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM37
MPSB-54,30/06/2022,,,,104/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471529.677,,257708.666,,,,,567836,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM01
MPSB-55,30/06/2022,,,,104/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471613.426,,257658.989,,,,,568501,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM02
MPSB-56,30/06/2022,,,,104/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471700.943,,257609.517,,,,,569884,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM03
MPSB-57,30/06/2022,,,,104/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471791.265,,257565.087,,,,,568507,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM04
MPSB-58,30/06/2022,,,,104/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471883.625,,257522.064,,,,,568510,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM05
MPSB-59,30/06/2022,,,,104/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471966.71,,257474.682,,,,,568513,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM06
MPSB-60,30/06/2022,,,,104/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472062.618,,257431.582,,,,,568516,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM07
MPSB-61,30/06/2022,,,,104/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472154.125,,257392.578,,,,,568519,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM08
MPSB-62,30/06/2022,,,,104/1,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472243.924,,257356.51,,,,,569876,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM09
MPSB-63,30/06/2022,,,,104/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472345.122,,257318.734,,,,,568525,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM10
MPSB-64,30/06/2022,,,,103/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472449.503,,257297.627,,,,,568528,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM11
MPSB-65,30/06/2022,,,,103/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472527.681,,257258.174,,,,,568531,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM12
MPSB-66,31/10/2023,,,,103/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472631.307,,257216.108,,,,,568534,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM13
MPSB-67,30/10/2022,,,,103/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472714.316,,257179.81,,,,,568537,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM14
MPSB-68,30/10/2022,,,,103/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472808.344,,257137.634,,,,,568540,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM15
MPSB-69,30/10/2022,,,,103/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472905.941,,257091.694,,,,,568543,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM16
MPSB-70,30/10/2022,,,,103/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472997.236,,257046.541,,,,,568546,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM17
MPSB-71,30/10/2022,,,,103/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473084.303,,257001.488,,,,,568549,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM18
MPSB-72,30/10/2022,,,,103/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473173.732,,256952.837,,,,,568552,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM19
MPSB-73,30/10/2022,,,,103/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473266.893,,256901.065,,,,,568555,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM20
MPSB-74,30/10/2022,,,,102/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473339.659,,256856.181,,,,,568558,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM21
MPSB-75,30/10/2022,,,,102/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473430.566,,256798.98,,,,,568561,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM22
MPSB-76,30/06/2022,,,,102/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473507.379,,256748.391,,,,,569850,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM23
MPSB-77,30/06/2022,,,,102/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473596.122,,256687.749,,,,,568569,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM24
MPSB-78,30/06/2022,,,,102/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473673.05,,256632.573,,,,,568572,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM25
MPSB-79,30/06/2022,,,,102/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473744.983,,256577.036,,,,,568575,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM26
MPSB-80,30/06/2022,,,,102/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473836.483,,256507.502,,,,,568578,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM27
MPSB-81,30/06/2022,,,,102/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473909.899,,256447.058,,,,,568581,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM28
MPSB-82,30/06/2022,,,,102/1,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473989.271,,256377.405,,,,,569802,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM29
MPSB-83,30/06/2022,,,,102/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474064.614,,256308.257,,,,,568587,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM30
MPSB-84,30/06/2022,,,,101/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474135.364,,256239.86,,,,,568590,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM31
MPSB-85,30/06/2022,,,,101/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474207.884,,256165.286,,,,,568593,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM32
MPSB-86,30/06/2022,,,,101/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474282.034,,256086.823,,,,,568596,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM33
MPSB-87,31/10/2023,,,,101/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474344.95,,256026.986,,,,,568599,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM34
MPSB-88,30/06/2022,,,,101/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474416.805,,255944.342,,,,,568602,IT_SM:IT_SM-M:M1-J15A-SB-RMP-RFM-RFM35
MPSB-89,30/06/2022,,,,101/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474492.325,,255864.452,,,,,568022,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM01
MPSB-90,30/06/2022,,,,101/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474556.959,,255796.054,,,,,568025,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM02
MPSB-91,30/06/2022,,,,101/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474624.5,,255724.586,,,,,568028,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM03
MPSB-92,30/06/2022,,,,101/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474693.185,,255652.139,,,,,568034,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM04
MPSB-93,30/06/2022,,,,101/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474758.356,,255583.043,,,,,568037,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM05
MPSB-94,30/06/2022,,,,100/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474827.233,,255510.152,,,,,568040,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM06
MPSB-95,31/10/2023,,,,100/8,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474901.211,,255431.655,,,,,569697,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM07
MPSB-96,31/10/2023,,,,100/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474971.428,,255357.169,,,,,569661,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM08
MPSB-97,30/06/2022,,,,100/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475036.202,,255291.397,,,,,568049,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM09
MPSB-98,30/06/2022,,,,100/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475108.668,,255222.694,,,,,568052,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM10
MPSB-99,30/06/2022,,,,100/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475185.714,,255152.871,,,,,568055,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM11
MPSB-100,30/06/2022,,,,100/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475260.491,,255086.619,,,,,568058,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM12
MPSB-101,30/06/2022,,,,100/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475334.272,,255025.411,,,,,568061,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM13
MPSB-102,30/06/2022,,,,100/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475399.094,,254957.604,,,,,568064,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM14
MPSB-103,30/06/2022,,,,100/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475480.416,,254887.126,,,,,568067,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM15
MPSB-104,30/06/2022,,,,99/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475551.916,,254825.227,,,,,568070,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM16
MPSB-105,30/06/2022,,,,99/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475633.701,,254757.544,,,,,568073,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM17
MPSB-106,20/10/2022,,,,99/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475707.444,,254691.016,,,,,568076,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM18
MPSB-107,01/03/2022,,,,99/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475843.645,,254584.499,,,,,568079,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM19
MPSB-108,30/06/2022,,,,99/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475868.273,,254560.818,,,,,568082,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM20
MPSB-109,18/01/2022,,,,99/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475933.695,,254500.512,,,,,568085,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM21
MPSB-110,22/09/2022,,,,99/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476014.349,,254429.328,,,,,568088,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM22
MPSB-111,26/08/2021,,,,99/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476096.829,,254357.115,,,,,568091,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM23
MPSB-112,31/08/2021,,,,99/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476175.345,,254289.811,,,,,568094,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM24
MPSB-113,26/08/2021,,,,99/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476249.985,,254219.412,,,,,568097,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM25
MPSB-114,31/08/2021,,,,98/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476321.738,,254158.068,,,,,568100,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM26
MPSB-115,26/08/2021,,,,98/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476396.295,,254092.692,,,,,568103,IT_SM:IT_SM-M:M1-J15-SB-RMP-RFM-RFM27
MPSB-116,20/08/2021,,,,98/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476472.267,,254027.251,,,,,764055,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM69
MPSB-117,17/01/2022,,,,98/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476547.803,,253963.646,,,,,764058,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM70
MPSB-118,26/08/2021,,,,98/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476623.389,,253895.656,,,,,764061,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM71
MPSB-119,26/08/2021,,,,98/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476697.374,,253831.517,,,,,764064,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM72
MPSB-120,26/08/2021,,,,98/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476773.916,,253766.106,,,,,764067,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM73
MPSB-121,26/08/2021,,,,98/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476849.334,,253699.755,,,,,764070,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM74
MPSB-122,26/08/2021,,,,98/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476920.288,,253638.239,,,,,764073,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM75
MPSB-123,01/03/2022,,,,98/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,476996.021,,253574.202,,,,,764076,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM76
MPSB-124,26/08/2021,,,,97/9,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477063.954,,253513.713,,,,,768910,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM77
MPSB-125,26/08/2021,,,,97/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477146.706,,253442.348,,,,,764082,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM78
MPSB-126,26/08/2021,,,,97/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477223.459,,253375.135,,,,,764085,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM79
MPSB-127,26/08/2021,,,,97/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477301.1,,253306.155,,,,,764088,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM80
MPSB-128,31/08/2021,,,,97/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477384.867,,253235.669,,,,,764091,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM81
MPSB-129,31/08/2021,,,,97/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477449.964,,253169.509,,,,,764094,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM82
MPSB-130,31/08/2021,,,,97/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477523.224,,253099.876,,,,,764097,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM83
MPSB-131,31/08/2021,,,,97/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477596.661,,253028.677,,,,,764100,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM84
MPSB-132,31/08/2021,,,,97/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477666.169,,252959.62,,,,,764103,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM85
MPSB-133,31/08/2021,,,,97/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477735.171,,252889.767,,,,,764106,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM86
MPSB-134,31/08/2021,,,,96/9,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477804.966,,252816.92,,,,,765985,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM87
MPSB-135,17/01/2022,,,,96/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477872.806,,252745.899,,,,,764112,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM88
MPSB-136,20/08/2021,,,,96/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,477940.916,,252677.447,,,,,764115,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM89
MPSB-137,26/08/2021,,,,96/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478008.522,,252597.284,,,,,764118,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM90
MPSB-138,26/08/2021,,,,96/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478074.735,,252522.37,,,,,764121,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM91
MPSB-139,26/08/2021,,,,96/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478138.441,,252448.317,,,,,764124,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM92
MPSB-140,26/08/2021,,,,96/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478203.037,,252372.654,,,,,764127,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM93
MPSB-141,26/08/2021,,,,96/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478268.029,,252294.248,,,,,764130,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM94
MPSB-142,26/08/2021,,,,96/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478332.187,,252215.061,,,,,764133,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM95
MPSB-143,26/08/2021,,,,96/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478395.503,,252135.175,,,,,764136,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM96
MPSB-144,26/08/2021,,,,95/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478458.69,,252053.574,,,,,764139,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM97
MPSB-145,28/05/2022,,,,95/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478519.637,,251973.06,,,,,764142,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM98
MPSB-146,28/05/2022,,,,95/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478582.459,,251896.147,,,,,764145,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM99
MPSB-147,17/01/2022,,,,95/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478637.455,,251812.35,,,,,764148,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM100
MPSB-148,31/10/2023,,,,95/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,478697.211,,251728.901,,,,,764151,IT_SM:IT_SM-M:M1-LK02-SB-RMP-RFM-RFM101
