SUPP_REFF,Layer,Asset ID,Drawing Name,Area Code,Direction
MPNB-220,GX_ANNO_TEXT_T_VERIF_0000X,580988,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-219,GX_ANNO_TEXT_T_VERIF_0000X,580991,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-218,GX_ANNO_TEXT_T_VERIF_0000X,580994,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-217,GX_ANNO_TEXT_T_VERIF_0000X,580997,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-216,GX_ANNO_TEXT_T_VERIF_0000X,581000,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-215,GX_ANNO_TEXT_T_VERIF_0000X,581003,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-214,GX_ANNO_TEXT_T_VERIF_0000X,581006,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-213,GX_ANNO_TEXT_T_VERIF_0000X,581009,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-212,GX_ANNO_TEXT_T_VERIF_0000X,581014,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-211,GX_ANNO_TEXT_T_VERIF_0000X,581017,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-210,GX_ANNO_TEXT_T_VERIF_0000X,581020,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-209,GX_ANNO_TEXT_T_VERIF_0000X,581023,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-208,GX_ANNO_TEXT_T_VERIF_0000X,581026,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-207,GX_ANNO_TEXT_T_VERIF_0000X,581029,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-206,GX_ANNO_TEXT_T_VERIF_0000X,581032,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-205,GX_ANNO_TEXT_T_VERIF_0000X,581035,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-204,GX_ANNO_TEXT_T_VERIF_0000X,581038,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-203,GX_ANNO_TEXT_T_VERIF_0000X,581041,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-202,GX_ANNO_TEXT_T_VERIF_0000X,581044,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-201,GX_ANNO_TEXT_T_VERIF_0000X,581047,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-200,GX_ANNO_TEXT_T_VERIF_0000X,581050,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-198,GX_ANNO_TEXT_T_VERIF_0000X,581056,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-197,GX_ANNO_TEXT_T_VERIF_0000X,581059,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-196,GX_ANNO_TEXT_T_VERIF_0000X,581062,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-195,GX_ANNO_TEXT_T_VERIF_0000X,581065,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-193,GX_ANNO_TEXT_T_VERIF_0000X,581071,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-192,GX_ANNO_TEXT_T_VERIF_0000X,581074,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-191,GX_ANNO_TEXT_T_VERIF_0000X,581077,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-190,GX_ANNO_TEXT_T_VERIF_0000X,581080,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-189,GX_ANNO_TEXT_T_VERIF_0000X,581083,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-188,GX_ANNO_TEXT_T_VERIF_0000X,581086,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-187,GX_ANNO_TEXT_T_VERIF_0000X,581089,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-186,GX_ANNO_TEXT_T_VERIF_0000X,581092,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-185,GX_ANNO_TEXT_T_VERIF_0000X,581095,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-184,GX_ANNO_TEXT_T_VERIF_0000X,581098,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
FTP_NB8,GX_ANNO_TEXT_T_VERIF_0000X,581163,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,FT
HMPNB-33,GX_ANNO_TEXT_T_VERIF_0000X,581179,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPNB-32,GX_ANNO_TEXT_T_VERIF_0000X,581182,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPNB-31,GX_ANNO_TEXT_T_VERIF_0000X,581185,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPSB-28,GX_ANNO_TEXT_T_VERIF_0000X,581188,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPSB-29,GX_ANNO_TEXT_T_VERIF_0000X,581191,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPSB-30,GX_ANNO_TEXT_T_VERIF_0000X,581194,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
SB5,GX_ANNO_TEXT_T_VERIF_0000X,581197,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,SB
SB6,GX_ANNO_TEXT_T_VERIF_0000X,581200,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,SB
NB12,GX_ANNO_TEXT_T_VERIF_0000X,581203,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,NB
NB11,GX_ANNO_TEXT_T_VERIF_0000X,581206,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,NB
HMPSB-31,GX_ANNO_TEXT_T_VERIF_0000X,581209,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPSB-32,GX_ANNO_TEXT_T_VERIF_0000X,581212,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPSB-33,GX_ANNO_TEXT_T_VERIF_0000X,581215,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPNB-30,GX_ANNO_TEXT_T_VERIF_0000X,581221,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPNB-29,GX_ANNO_TEXT_T_VERIF_0000X,581224,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
HMPNB-28,GX_ANNO_TEXT_T_VERIF_0000X,581227,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,HM
FTP_SB6,GX_ANNO_TEXT_T_VERIF_0000X,581232,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,FT
MPNB-194,GX_ANNO_TEXT_T_VERIF_0000X,582865,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPSB-182,GX_ANNO_TEXT_T_VERIF_0000X,582878,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPNB-199,GX_ANNO_TEXT_T_VERIF_0000X,582897,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPSB177,GX_ANNO_TEXT_T_VERIF_0000X,582913,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
MPSB-156,GX_ANNO_TEXT_T_VERIF_0000X,582933,HA549348-AMAR-HSN-ML02-M3-CH-000005.dwg,ML02,MP
